,Year,Team,Seed,Region,Proj_Wins_Safe,Wins
21,2018,Michigan,3,West,1.956467105817324,5
38,2018,Kansas,1,Midwest,2.2283470815749835,4
28,2018,Loyola Chicago,11,South,0.44037031321854897,4
51,2018,Duke,2,Midwest,2.716289208129291,3
80,2018,Texas Tech,3,East,1.0247600307212141,3
58,2018,Florida St.,9,West,0.7803413209065935,3
49,2018,Kansas St.,9,South,0.6773910371296312,3
159,2018,Purdue,2,East,2.1673567637846283,2
178,2018,Gonzaga,4,West,1.8117590048282712,2
143,2018,West Virginia,5,East,1.2845625790780035,2
102,2018,Texas A&M,7,West,1.0016192089688132,2
174,2018,Nevada,7,South,0.9609145580380185,2
184,2018,Kentucky,5,South,1.5437994043827254,2
157,2018,Syracuse,11,Midwest,0.8198562062702613,2
169,2018,Clemson,5,Midwest,1.0001466594369726,2
250,2018,North Carolina,2,West,2.4490413784464327,1
196,2018,Xavier,1,West,1.981392456181699,1
227,2018,Cincinnati,2,South,2.180151961272856,1
229,2018,Tennessee,3,South,1.2768120945227557,1
213,2018,Michigan St.,3,Midwest,2.1841602749826325,1
261,2018,Auburn,4,Midwest,1.0959761314057361,1
197,2018,Houston,6,West,0.7671749922916822,1
246,2018,Ohio St.,5,West,1.102555948042326,1
202,2018,Florida,6,East,0.9488046265047657,1
192,2018,Rhode Island,7,Midwest,0.7136724077285176,1
224,2018,Seton Hall,8,Midwest,0.9539651063569637,1
211,2018,Marshall,13,East,0.2625285045562477,1
230,2018,Alabama,9,East,0.5254306230018603,1
254,2018,Butler,10,East,0.7540417765656404,1
253,2018,UMBC,16,South,0.19678712695479988,1
257,2018,Buffalo,13,South,0.4240962361557865,1
745,2018,Virginia,1,South,3.6862972134889262,0
812,2018,Arizona,4,South,1.5638902814641311,0
696,2018,Virginia Tech,8,East,0.6636133410646942,0
697,2018,Wichita St.,4,East,1.0587563623994092,0
810,2018,Arkansas,7,East,0.7936228434042946,0
800,2018,Miami FL,6,South,0.954304234609356,0
746,2018,UNC Greensboro,13,West,0.35167670186754557,0
782,2018,Texas Southern,16,West,0.12518969009526992,0
783,2018,Providence,10,West,0.7379695891580133,0
786,2018,North Carolina Central,16,West,0.0694333435016478,0
792,2018,San Diego St.,11,West,0.6349439594769067,0
793,2018,South Dakota St.,12,West,0.4566335412281997,0
798,2018,Montana,14,West,0.4105402887698382,0
799,2018,Missouri,8,West,0.5534714277610082,0
802,2018,Lipscomb,15,West,0.18354436972323288,0
747,2018,UCLA,11,East,0.8045463102166484,0
784,2018,Murray St.,12,East,0.408869012278797,0
790,2018,Radford,16,East,0.171964124236155,0
794,2018,St. Bonaventure,11,East,0.46529840833388847,0
795,2018,Stephen F. Austin,14,East,0.25646065218669645,0
801,2018,LIU Brooklyn,16,East,0.07912915199838651,0
808,2018,Cal St. Fullerton,15,East,0.12852172107095924,0
698,2018,Wright St.,14,South,0.24638282982937798,0
797,2018,Texas,10,South,0.8858602199330263,0
804,2018,Georgia St.,15,South,0.2460335487421298,0
805,2018,Davidson,12,South,0.3988533372685147,0
806,2018,Creighton,8,South,0.6769906278646696,0
785,2018,New Mexico St.,12,Midwest,0.5537901642823185,0
787,2018,North Carolina St.,9,Midwest,0.689211800470669,0
788,2018,Oklahoma,10,Midwest,0.7090455452719945,0
789,2018,Penn,16,Midwest,0.24392592417017075,0
796,2018,TCU,6,Midwest,0.7874526280284789,0
803,2018,Iona,15,Midwest,0.16882222126338614,0
807,2018,College of Charleston,13,Midwest,0.30297263965916293,0
809,2018,Bucknell,14,Midwest,0.31348331829906395,0
811,2018,Arizona St.,11,Midwest,0.569867338327573,0
2,2017,North Carolina,1,South,2.635419174707186,6
23,2017,Gonzaga,1,West,2.2285985634152774,5
40,2017,Oregon,3,Midwest,1.3715387638020182,4
33,2017,South Carolina,7,East,0.6004516778772395,4
72,2017,Kansas,1,Midwest,2.2813712608558516,3
68,2017,Kentucky,2,South,2.6215325640030347,3
61,2017,Florida,4,East,1.4765730978202518,3
76,2017,Xavier,11,West,0.7199601123929726,3
136,2017,Arizona,2,West,2.100405529484856,2
185,2017,West Virginia,4,West,1.5079575437460664,2
130,2017,Butler,4,South,0.9320234377388329,2
124,2017,Baylor,3,East,1.451454190648738,2
161,2017,Wisconsin,8,East,1.4085429293970992,2
187,2017,UCLA,3,South,1.664781310207385,2
101,2017,Michigan,7,Midwest,1.3546732800898005,2
118,2017,Purdue,4,Midwest,1.3067812510638703,2
247,2017,Villanova,1,East,3.0618621085259985,1
195,2017,Duke,2,East,2.443615357078061,1
263,2017,Louisville,2,Midwest,1.7072871542834365,1
205,2017,Florida St.,3,West,1.4110759137541866,1
208,2017,Cincinnati,6,South,1.7199364583146277,1
252,2017,Iowa St.,5,Midwest,1.439599940639576,1
210,2017,Saint Mary's,7,West,1.0114016766143787,1
228,2017,Notre Dame,5,West,1.3681219653191703,1
256,2017,Northwestern,8,West,0.7377832163064745,1
236,2017,Virginia,5,East,1.1940323814261244,1
217,2017,Arkansas,8,South,0.7872574718285099,1
242,2017,Wichita St.,10,South,1.1567990007637365,1
204,2017,USC,11,East,0.8728247209137984,1
237,2017,Middle Tennessee,12,South,0.5872635042307288,1
200,2017,Rhode Island,11,Midwest,0.6172818495302813,1
234,2017,Michigan St.,9,Midwest,0.4834195660778582,1
757,2017,SMU,6,East,1.7720537356897705,0
768,2017,Maryland,6,West,0.7831824840236545,0
769,2017,Marquette,10,East,0.60281120180808,0
766,2017,Minnesota,5,South,0.9109633670738179,0
767,2017,Miami FL,8,Midwest,0.8401571002715633,0
777,2017,Creighton,6,Midwest,0.7926011389723105,0
751,2017,North Dakota,15,West,0.12435787470956076,0
754,2017,Princeton,12,West,0.34597858421109184,0
756,2017,VCU,10,West,0.5679748209369087,0
758,2017,South Dakota St.,16,West,0.12086331563139392,0
774,2017,Florida Gulf Coast,14,West,0.3192168172751802,0
778,2017,Bucknell,13,West,0.2898819316050714,0
780,2017,Vanderbilt,9,West,0.5572325412220989,0
748,2017,Providence,11,East,0.48561732218585185,0
749,2017,New Orleans,16,East,0.12327149254531311,0
760,2017,Troy,15,East,0.173632178571052,0
762,2017,UNC Wilmington,12,East,0.5147045340302018,0
763,2017,New Mexico St.,14,East,0.32925416914932426,0
765,2017,Mount St. Mary's,16,East,0.11712173922991477,0
775,2017,East Tennessee St.,13,East,0.32256642926449175,0
791,2017,Virginia Tech,9,East,0.6740353446683095,0
752,2017,Northern Kentucky,15,South,0.20242989794985256,0
755,2017,Seton Hall,9,South,0.6750193485240253,0
759,2017,Texas Southern,16,South,0.23410148122257704,0
770,2017,Kent St.,14,South,0.22510693041483507,0
771,2017,Kansas St.,11,South,0.6304645972606292,0
776,2017,Dayton,7,South,0.4947391187892853,0
813,2017,Winthrop,13,South,0.25074838796623683,0
814,2017,Wake Forest,11,South,0.6164961342807904,0
750,2017,North Carolina Central,16,Midwest,0.19139657211668282,0
753,2017,Oklahoma St.,10,Midwest,0.834987767622805,0
761,2017,UC Davis,16,Midwest,0.12070517112085856,0
764,2017,Nevada,12,Midwest,0.6642970837870895,0
772,2017,Jacksonville St.,15,Midwest,0.13579189884797968,0
773,2017,Iona,14,Midwest,0.2256652541942455,0
781,2017,Vermont,13,Midwest,0.4689452599697183,0
11,2016,Villanova,2,South,2.1403465795654117,6
20,2016,North Carolina,1,East,3.9136691520066655,5
43,2016,Oklahoma,2,West,1.5389671980258441,4
41,2016,Syracuse,10,Midwest,0.7410574195774283,4
78,2016,Kansas,1,South,3.2959906864320434,3
59,2016,Oregon,1,West,1.871174655689826,3
79,2016,Virginia,1,Midwest,2.1635301800546713,3
54,2016,Notre Dame,6,East,1.0436965829166136,3
133,2016,Texas A&M,3,West,1.4841891091832797,2
155,2016,Duke,4,West,1.8323090021293034,2
141,2016,Miami FL,3,South,1.5655459928223263,2
142,2016,Maryland,5,South,1.1430558372875284,2
148,2016,Indiana,5,East,1.0898026586530818,2
145,2016,Iowa St.,4,Midwest,0.928302969236045,2
137,2016,Wisconsin,7,East,0.7546481240511788,2
151,2016,Gonzaga,11,Midwest,0.9771731128622679,2
214,2016,Xavier,2,East,1.7042529053958957,1
341,2016,Kentucky,4,East,2.4010432179594146,1
285,2016,VCU,10,West,0.664177357758911,1
347,2016,Providence,9,East,0.938458265186303,1
335,2016,Connecticut,9,South,0.8821577989775297,1
340,2016,Iowa,7,South,1.0625630429731203,1
265,2016,Butler,9,Midwest,0.8475297790828954,1
356,2016,Utah,3,Midwest,1.0032307589225817,1
215,2016,Yale,12,West,0.40986511796933134,1
345,2016,Northern Iowa,11,West,0.3323733028244106,1
348,2016,Saint Joseph's,8,West,0.8765468625529644,1
352,2016,Stephen F. Austin,14,East,0.33903977702751514,1
212,2016,Wichita St.,11,South,0.7289089163926973,1
339,2016,Hawaii,13,South,0.4707822379516133,1
342,2016,Little Rock,12,Midwest,0.5111472258271057,1
343,2016,Middle Tennessee,15,Midwest,0.2460896739337353,1
574,2016,Michigan St.,2,Midwest,2.443541865451898,0
779,2016,West Virginia,3,East,1.8169604946145497,0
577,2016,Purdue,5,Midwest,1.5932292077458505,0
578,2016,Seton Hall,6,Midwest,1.3259945749721267,0
583,2016,Texas,6,West,1.0597357743121418,0
596,2016,Cincinnati,9,West,0.8886489017713887,0
601,2016,Baylor,5,West,1.0459941363340448,0
576,2016,Pittsburgh,10,East,0.8695135570549739,0
598,2016,California,4,South,1.0654911668263578,0
603,2016,Arizona,6,South,1.2445930411786406,0
575,2016,Oregon St.,7,West,0.5384843413924775,0
579,2016,Southern,16,West,0.13386390908926565,0
588,2016,Holy Cross,16,West,0.06665186113058137,0
590,2016,Green Bay,14,West,0.27420400926820215,0
599,2016,Cal St. Bakersfield,15,West,0.25826051005970674,0
674,2016,UNC Wilmington,13,West,0.38342549097100975,0
553,2016,USC,8,East,0.8211809189706077,0
573,2016,Michigan,11,East,0.6605985581431498,0
581,2016,Stony Brook,13,East,0.3743456817395324,0
585,2016,Tulsa,11,East,0.38189713054504565,0
592,2016,Florida Gulf Coast,16,East,0.15932351532607975,0
593,2016,Fairleigh Dickinson,16,East,0.09176826698739267,0
597,2016,Chattanooga,12,East,0.43497677957216185,0
694,2016,Weber St.,15,East,0.2018235539386354,0
572,2016,South Dakota St.,12,South,0.40030204762079297,0
582,2016,Temple,10,South,0.615832082672558,0
586,2016,UNC Asheville,15,South,0.18411238946015981,0
595,2016,Colorado,8,South,0.6755715509724609,0
600,2016,Buffalo,14,South,0.21344196417598849,0
602,2016,Austin Peay,16,South,0.09429364811491052,0
675,2016,Vanderbilt,11,South,0.7123170297432319,0
584,2016,Texas Tech,8,Midwest,0.5543549889156766,0
587,2016,Iona,13,Midwest,0.29219989822691433,0
589,2016,Hampton,16,Midwest,0.1593611525983377,0
591,2016,Fresno St.,14,Midwest,0.48323617877068403,0
594,2016,Dayton,7,Midwest,0.5788443201029156,0
6,2015,Duke,1,South,2.9111676718826973,6
15,2015,Wisconsin,1,West,4.248825996555423,5
29,2015,Kentucky,1,Midwest,7.483888424380972,4
27,2015,Michigan St.,7,East,0.852950910917002,4
74,2015,Arizona,2,West,2.9216976879494694,3
69,2015,Gonzaga,2,South,1.883677430024097,3
60,2015,Notre Dame,3,Midwest,1.9346474215667109,3
64,2015,Louisville,4,East,1.3145228661092656,3
96,2015,North Carolina,4,West,1.6638860943180844,2
106,2015,Utah,5,South,0.8773559590504981,2
100,2015,Xavier,6,West,0.6284397955760211,2
109,2015,North Carolina St.,8,East,0.7420752168429945,2
117,2015,Oklahoma,3,East,0.946372380087398,2
103,2015,Wichita St.,7,Midwest,0.844292422102662,2
104,2015,West Virginia,5,Midwest,0.9772093366942626,2
97,2015,UCLA,11,South,0.6419112488991533,2
371,2015,Villanova,1,East,3.1910118644330843,1
359,2015,Virginia,2,East,2.3429414374748534,1
367,2015,Kansas,2,Midwest,1.7234819235477385,1
370,2015,Maryland,4,Midwest,1.0789525505418502,1
292,2015,Arkansas,5,West,0.9716395432623036,1
382,2015,Oregon,8,West,0.6122375647883456,1
383,2015,Ohio St.,10,West,0.9322588511232138,1
379,2015,Northern Iowa,5,East,0.8348966871008232,1
362,2015,Georgetown,4,South,0.8741040566356195,1
366,2015,Iowa,7,South,0.878697734058731,1
375,2015,San Diego St.,8,South,0.7677730326489176,1
363,2015,Georgia St.,14,West,0.3116134082327564,1
357,2015,Dayton,11,East,0.39488768822769066,1
377,2015,UAB,14,South,0.1894113634237463,1
295,2015,Butler,6,Midwest,0.8177843324148057,1
328,2015,Cincinnati,8,Midwest,0.4804257726043391,1
556,2015,Baylor,3,West,1.114345928432409,0
542,2015,Providence,6,East,0.958829976182389,0
568,2015,Iowa St.,3,South,1.2833395440095272,0
545,2015,SMU,6,South,0.7883103314807284,0
536,2015,Purdue,9,Midwest,0.640022078441781,0
548,2015,Texas,11,Midwest,0.8306511978911645,0
541,2015,Oklahoma St.,9,West,0.39930591095056517,0
549,2015,Texas Southern,15,West,0.1838742518956501,0
551,2015,Mississippi,11,West,0.5451585370320257,0
554,2015,Coastal Carolina,16,West,0.18082894448885636,0
560,2015,BYU,11,West,0.627118519491959,0
566,2015,Harvard,13,West,0.2920048541635696,0
570,2015,VCU,7,West,0.7692143515696716,0
571,2015,Wofford,12,West,0.3169501857349539,0
550,2015,UC Irvine,13,East,0.23373206899742993,0
552,2015,LSU,9,East,0.5219052048095788,0
555,2015,Albany,14,East,0.2269401701581869,0
557,2015,Belmont,15,East,0.1757187761162025,0
558,2015,Boise St.,11,East,0.4115793344876458,0
562,2015,Lafayette,16,East,0.12095720478572086,0
564,2015,Georgia,10,East,0.5671475785804945,0
580,2015,Wyoming,12,East,0.22736750296390254,0
538,2015,North Dakota St.,15,South,0.17585373902603665,0
539,2015,North Florida,16,South,0.19715634611782512,0
543,2015,Robert Morris,16,South,0.1169435826350402,0
546,2015,St. John's,9,South,0.5749514180287741,0
547,2015,Stephen F. Austin,12,South,0.4010598988412003,0
561,2015,Davidson,10,South,0.5228833755721596,0
563,2015,Eastern Washington,13,South,0.2292239139258721,0
537,2015,New Mexico St.,15,Midwest,0.2590232869970529,0
540,2015,Northeastern,14,Midwest,0.1841698736063459,0
544,2015,Manhattan,16,Midwest,0.13717485495034604,0
559,2015,Buffalo,12,Midwest,0.4264389284199508,0
565,2015,Hampton,16,Midwest,0.07946332937274404,0
567,2015,Indiana,10,Midwest,0.5734313522623884,0
569,2015,Valparaiso,13,Midwest,0.43188497410430227,0
0,2014,Connecticut,7,East,1.010554959438102,6
22,2014,Kentucky,8,Midwest,1.7312029987282356,5
30,2014,Florida,1,South,3.4126031664022145,4
39,2014,Wisconsin,2,West,1.7048710350705085,4
81,2014,Arizona,1,West,2.9686719416833998,3
53,2014,Michigan St.,4,East,1.9158643811909262,3
52,2014,Michigan,2,Midwest,1.5059014421798516,3
56,2014,Dayton,11,South,0.5372429360822938,3
162,2014,Virginia,1,East,2.5096470478369066,2
179,2014,Louisville,4,Midwest,2.022964983508138,2
166,2014,San Diego St.,4,West,1.4018605339428514,2
182,2014,Baylor,6,West,1.0132385863582614,2
183,2014,Iowa St.,3,East,1.4660328537269303,2
163,2014,UCLA,4,South,1.523112602620381,2
165,2014,Stanford,10,South,0.6308524385676794,2
186,2014,Tennessee,11,Midwest,0.8736302805392231,2
286,2014,Villanova,2,East,1.6570292121383576,1
282,2014,Syracuse,3,South,2.1475825876997083,1
326,2014,Kansas,2,South,1.6484920561958962,1
278,2014,Oregon,7,West,0.7949306806898506,1
319,2014,Creighton,3,West,0.9712853326020406,1
323,2014,Gonzaga,8,West,0.8973182962477565,1
268,2014,Memphis,8,East,0.7874265083253238,1
273,2014,North Carolina,6,East,1.2584733049323178,1
279,2014,Pittsburgh,9,South,1.2853558201550472,1
283,2014,Texas,7,Midwest,1.0830568098622788,1
288,2014,Wichita St.,1,Midwest,1.6580171155912784,1
275,2014,North Dakota St.,12,West,0.351051351139631,1
324,2014,Harvard,12,East,0.5168064231973187,1
281,2014,Stephen F. Austin,12,South,0.5582655235487658,1
280,2014,Saint Louis,5,Midwest,0.6407999395031543,1
296,2014,Mercer,14,Midwest,0.28763904795446943,1
665,2014,Duke,3,Midwest,2.0669415008188934,0
649,2014,Oklahoma,5,West,0.9362884455876885,0
669,2014,Cincinnati,5,East,1.3357664740943607,0
642,2014,Ohio St.,6,South,1.2084138561393194,0
645,2014,New Mexico,7,South,0.942595816304327,0
656,2014,VCU,5,South,1.020692634868672,0
648,2014,North Carolina St.,12,Midwest,0.7553966838507682,0
662,2014,Iowa,11,Midwest,0.980405443648268,0
641,2014,Weber St.,16,West,0.11701143465960685,0
644,2014,Nebraska,11,West,0.5096111751414601,0
646,2014,New Mexico St.,13,West,0.48815065762260423,0
651,2014,Oklahoma St.,9,West,0.7165475011807353,0
660,2014,Louisiana Lafayette,14,West,0.24517404094475415,0
671,2014,BYU,10,West,0.6589979712505716,0
673,2014,American,15,West,0.14028263045122355,0
647,2014,North Carolina Central,14,East,0.39227141017307277,0
652,2014,Providence,11,East,0.9705030202899323,0
653,2014,Saint Joseph's,10,East,0.5042237287145529,0
657,2014,Milwaukee,15,East,0.17555386593268285,0
663,2014,George Washington,9,East,0.6879148692460881,0
666,2014,Delaware,13,East,0.39627743007726157,0
668,2014,Coastal Carolina,16,East,0.1268301173827138,0
606,2014,Western Michigan,14,South,0.23346098724999648,0
643,2014,Mount St. Mary's,16,South,0.11502496575728567,0
650,2014,Albany,16,South,0.11596878180270524,0
655,2014,Tulsa,13,South,0.2924898992871757,0
664,2014,Eastern Kentucky,15,South,0.17905051329801963,0
667,2014,Colorado,8,South,0.7457553337434161,0
604,2014,Xavier,12,Midwest,0.637765615733552,0
605,2014,Wofford,15,Midwest,0.14358078845301847,0
654,2014,Texas Southern,16,Midwest,0.10582329496339785,0
658,2014,Massachusetts,6,Midwest,0.6830210525571875,0
659,2014,Manhattan,13,Midwest,0.36002278928006926,0
661,2014,Kansas St.,9,Midwest,0.6247239963085771,0
670,2014,Cal Poly,16,Midwest,0.11780293454787139,0
672,2014,Arizona St.,10,Midwest,0.49787614097907673,0
4,2013,Louisville,1,Midwest,3.3695626091232778,6
14,2013,Michigan,4,South,1.5472957457236947,5
32,2013,Syracuse,4,East,1.852274703695784,4
35,2013,Wichita St.,9,West,0.8581938866008206,4
92,2013,Ohio St.,2,West,2.1615838988381797,3
86,2013,Florida,3,South,1.6219983587001094,3
87,2013,Duke,2,Midwest,1.9389166043189732,3
85,2013,Marquette,3,East,1.0383432355823743,3
147,2013,Indiana,1,East,2.5273257031057845,2
152,2013,Kansas,1,South,2.287501299685151,2
110,2013,Miami FL,2,East,1.852944438704265,2
138,2013,Arizona,6,West,1.3505073610221843,2
111,2013,Michigan St.,3,Midwest,1.581389585195181,2
114,2013,La Salle,13,West,0.4283548914708287,2
126,2013,Florida Gulf Coast,15,South,0.2574146842086884,2
190,2013,Oregon,12,Midwest,0.951238326939673,2
368,2013,Gonzaga,1,West,2.1402935544897916,1
354,2013,Butler,6,East,1.0502993283176192,1
293,2013,Illinois,7,East,0.9541096971840789,1
301,2013,North Carolina,8,South,1.0554779001536139,1
315,2013,VCU,5,South,1.0357714817895438,1
306,2013,Saint Louis,4,Midwest,0.8443928676363426,1
314,2013,Memphis,6,Midwest,1.0792458695510982,1
344,2013,Colorado St.,8,Midwest,0.9943099721150274,1
289,2013,Iowa St.,10,West,0.6977890628613187,1
300,2013,Mississippi,12,West,1.1973424482922184,1
365,2013,Harvard,14,West,0.1612284747737476,1
312,2013,Temple,9,East,0.6150004459964155,1
353,2013,California,12,East,0.5971217218474174,1
308,2013,San Diego St.,7,South,0.5638359698806005,1
311,2013,Minnesota,11,South,0.9496304108633948,1
381,2013,Creighton,7,Midwest,0.7949897020644969,1
640,2013,Wisconsin,5,West,1.4734295342071844,0
632,2013,Georgetown,2,South,1.2629905752419233,0
613,2013,Oklahoma St.,5,Midwest,1.000753614795877,0
611,2013,Notre Dame,7,West,1.1916120454529466,0
614,2013,Pittsburgh,8,West,1.558446488526649,0
623,2013,New Mexico,3,West,1.3236016881338895,0
629,2013,Kansas St.,4,West,1.4086727962927792,0
609,2013,North Carolina St.,8,East,0.9292058628071735,0
620,2013,UNLV,5,East,0.8352301828642321,0
612,2013,Oklahoma,10,South,0.6020429004846503,0
619,2013,UCLA,6,South,1.0946026486881701,0
635,2013,Cincinnati,10,Midwest,0.961487283226186,0
618,2013,Southern,16,West,0.18546922925461767,0
631,2013,Iona,15,West,0.24348399807658888,0
637,2013,Boise St.,13,West,0.3410041151688453,0
638,2013,Belmont,11,West,0.38212786588232645,0
607,2013,Pacific,15,East,0.20684031855150553,0
624,2013,Montana,13,East,0.22322812005936352,0
627,2013,LIU Brooklyn,16,East,0.13150496347273125,0
630,2013,James Madison,16,East,0.15015167441383986,0
633,2013,Davidson,14,East,0.43862469735783316,0
634,2013,Colorado,10,East,0.6283537795401594,0
636,2013,Bucknell,11,East,0.5759864802706334,0
415,2013,Akron,12,South,0.6681171960658522,0
610,2013,Northwestern St.,14,South,0.24579965976123744,0
615,2013,Western Kentucky,16,South,0.16274933614447692,0
617,2013,South Dakota St.,13,South,0.266504268988034,0
639,2013,Villanova,9,South,0.5717723568505854,0
608,2013,North Carolina A&T,16,Midwest,0.09525628573868118,0
616,2013,Saint Mary's,11,Midwest,0.8371103204371706,0
621,2013,Valparaiso,14,Midwest,0.379223424201779,0
622,2013,New Mexico St.,13,Midwest,0.4178439662046631,0
625,2013,Missouri,9,Midwest,0.9681948375406911,0
626,2013,Middle Tennessee,11,Midwest,0.6105189210769545,0
628,2013,Liberty,16,Midwest,0.05584536786479799,0
699,2013,Albany,15,Midwest,0.21652895562326918,0
